timestamp,SpeedPeakY
2023-01-30 06:13:54,5.96999979019165
2023-01-30 11:13:58,4.369999885559082
2023-01-31 00:39:09,5.319999694824219
2023-01-31 01:40:09,6.269999980926514
2023-01-31 03:00:13,5.059999942779541
2023-01-31 16:27:21,6.119999885559082
2023-01-31 19:18:24,5.259999752044678
2023-01-31 23:04:27,4.480000019073486
2023-02-01 01:24:29,5.009999752044678
2023-02-01 03:29:30,7.919999599456787
2023-02-01 04:09:31,4.339999675750732
2023-02-01 07:24:33,4.449999809265137
2023-02-02 23:58:07,3.970000028610229
2023-02-03 18:58:22,7.349999904632568
2023-02-03 23:19:29,4.900000095367432
2023-02-04 10:48:35,6.5
2023-02-05 11:27:55,4.329999923706055
2023-02-06 22:47:24,4.980000019073486
2023-02-07 01:43:26,4.25
2023-02-07 03:38:28,7.759999752044678
2023-02-07 04:23:28,3.990000009536743
2023-02-07 19:40:41,5.389999866485596
2023-02-08 02:41:47,5.420000076293945
2023-02-08 18:07:59,10.19999980926514
2023-02-09 06:53:10,4.960000038146973
2023-02-09 17:28:18,7.139999866485596
2023-02-10 00:43:24,4.049999713897705
2023-02-10 13:23:35,4.269999980926514
2023-02-10 15:34:36,5.929999828338623
2023-02-10 17:54:38,4.319999694824219
2023-02-10 19:24:39,5.679999828338623
2023-02-10 22:04:42,6.159999847412109
2023-02-10 23:14:42,5.059999942779541
2023-02-11 17:00:57,5.039999961853027
2023-02-11 23:22:02,4.75
2023-02-12 03:23:05,5.0
2023-02-12 06:20:08,5.769999980926514
2023-02-12 10:11:10,4.239999771118164
2023-02-12 12:17:13,4.0
2023-02-12 17:47:17,4.710000038146973
2023-02-12 19:47:19,4.029999732971191
2023-02-12 22:33:21,6.079999923706055
2023-02-13 08:47:29,4.230000019073486
2023-02-13 09:37:29,4.409999847412109
2023-02-13 12:13:33,3.970000028610229
2023-02-13 13:08:33,23.39999961853027
2023-02-13 14:58:34,4.119999885559082
2023-02-14 03:40:45,5.239999771118164
2023-02-14 21:38:00,4.519999980926514
2023-02-15 20:35:18,4.639999866485596
2023-02-15 20:55:18,4.069999694824219
2023-02-16 00:10:23,4.670000076293945
2023-02-16 06:29:26,8.84000015258789
2023-02-16 22:51:40,4.059999942779541
2023-02-17 04:18:44,4.400000095367432
2023-02-17 05:33:45,4.029999732971191
2023-02-17 05:43:45,5.259999752044678
2023-02-17 17:08:54,3.980000019073486
2023-02-17 17:13:54,4.650000095367432
2023-02-17 18:13:55,8.09000015258789
2023-02-17 18:18:55,4.900000095367432
2023-02-17 18:38:55,5.119999885559082
2023-02-17 19:33:56,4.259999752044678
2023-02-17 19:48:56,4.150000095367432
2023-02-17 20:28:57,4.789999961853027
2023-02-18 01:34:01,4.130000114440918
2023-02-18 02:14:01,4.349999904632568
2023-02-18 05:04:04,4.309999942779541
2023-02-18 08:54:07,4.909999847412109
2023-02-18 10:34:08,4.579999923706055
2023-02-19 01:44:21,4.150000095367432
2023-02-19 07:14:25,4.069999694824219
2023-02-19 14:14:31,4.730000019073486
2023-02-19 21:39:37,5.039999961853027
2023-02-19 23:09:38,8.0
2023-02-20 08:34:46,5.529999732971191
2023-02-20 10:14:47,3.980000019073486
2023-02-20 11:19:48,4.130000114440918
2023-02-20 16:29:52,5.460000038146973
2023-02-20 19:59:55,3.970000028610229
2023-02-20 20:44:56,5.230000019073486
2023-02-20 21:59:57,6.429999828338623
2023-02-20 22:19:57,6.529999732971191
2023-02-21 12:20:08,4.829999923706055
2023-02-22 20:53:35,5.46999979019165
2023-02-23 03:28:40,5.25
2023-02-23 07:38:44,4.569999694824219
2023-02-23 20:52:55,4.549999713897705
2023-02-24 00:47:58,6.150000095367432
2023-02-24 18:54:13,4.190000057220459
2023-02-25 02:46:19,5.259999752044678
2023-02-25 10:51:26,4.179999828338623
2023-02-25 19:31:33,4.75
2023-02-25 20:46:34,4.839999675750732
2023-02-26 00:06:37,3.990000009536743
2023-02-26 22:42:56,7.849999904632568
2023-02-27 01:42:58,4.179999828338623
2023-02-27 04:33:00,4.859999656677246
2023-02-27 05:48:01,4.099999904632568
